Amount (copy),Number of Records,Aiddata Id,Amount,Donor,Recipient,Year
$0.0B,1,78959624,$0.0B,Spain,Chile,01.01.1998
$0.0B,1,82735331,$0.0B,Spain,Chile,01.01.1998
$0.0B,1,63695348,$0.0B,Spain,Chile,01.01.1998
$0.0B,1,79752407,$0.0B,Spain,Chile,01.01.1998
$0.0B,1,71321939,$0.0B,Spain,Chile,01.01.1998
$0.0B,1,55980712,$0.0B,Spain,Chile,01.01.1998
$0.0B,1,71840334,$0.0B,Spain,Chile,01.01.1998
$0.0B,1,73097643,$0.0B,Spain,Chile,01.01.1998
$0.0B,1,67875847,$0.0B,Spain,Chile,01.01.1998
$0.0B,1,73984314,$0.0B,Spain,Chile,01.01.1998
$0.0B,1,56838929,$0.0B,Spain,Chile,01.01.1998
$0.0B,1,62713208,$0.0B,Spain,Chile,01.01.1998
$0.0B,1,70326202,$0.0B,Spain,Chile,01.01.1998
$0.0B,1,57764601,$0.0B,Spain,Chile,01.01.1998
$0.0B,1,80734877,$0.0B,Spain,Chile,01.01.1998
$0.0B,1,65719131,$0.0B,Spain,Chile,01.01.1998
$0.0B,1,62206775,$0.0B,Spain,Chile,01.01.1998
$0.0B,1,57541847,$0.0B,Spain,Chile,01.01.1998
$0.0B,1,67491999,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,66915059,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,56559986,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,65004538,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,65503377,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,77396579,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,80517291,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,51861627,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,57396550,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,53735116,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,54275075,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,63994868,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,59903499,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,71217996,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,50940588,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,61658333,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,63878091,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,76584843,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,82423353,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,58416830,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,61880742,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,62833927,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,70109796,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,82335756,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,64555126,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,63237364,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,75450239,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,57764523,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,83215639,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,82532556,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,74043976,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,53205381,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,81405144,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,57952313,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,54216988,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,73029758,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,67538905,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,79431485,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,80110264,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,83071107,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,69390520,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,51160964,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,58130264,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,59524997,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,61705461,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,76910817,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,79078329,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,76880566,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,79037092,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,64906391,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,71204036,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,56384375,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,74969502,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,64487649,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,67416256,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,77859645,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,50400536,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,52012912,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,64175699,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,57216957,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,69742512,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,68094363,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,61064649,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,53784425,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,65349106,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,64147960,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,75928601,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,78945788,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,78547431,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,50944171,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,80881747,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,51593897,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,67802427,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,77390899,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,76061200,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,53347051,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,50336469,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,54903113,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,64182391,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,60685670,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,71669805,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,77054851,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,50671706,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,55516749,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,68822927,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,70888606,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,67497531,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,57786849,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,70502943,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,69920432,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,56784935,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,52399044,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,73769542,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,66330553,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,73157969,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,50526500,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,60103155,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,57195325,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,50619424,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,59381137,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,79514134,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,55164996,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,71471326,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,69880986,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,71551015,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,59395444,$0.0B,Spain,Colombia,01.01.1998
$0.0B,1,83797551,$0.0B,Spain,Czech Republic,01.01.1998
$0.0B,1,83736282,$0.0B,Spain,Czech Republic,01.01.1998
$0.0B,1,83800515,$0.0B,Spain,Czech Republic,01.01.1998
$0.0B,1,83848446,$0.0B,Spain,Czech Republic,01.01.1998
$0.0B,1,83333761,$0.0B,Spain,Czech Republic,01.01.1998
$0.0B,1,83373346,$0.0B,Spain,Czech Republic,01.01.1998
$0.0B,1,83411527,$0.0B,Spain,Czech Republic,01.01.1998
$0.0B,1,83823603,$0.0B,Spain,Czech Republic,01.01.1998
$0.0B,1,83581684,$0.0B,Spain,Czech Republic,01.01.1998
$0.0B,1,83911158,$0.0B,Spain,Estonia,01.01.1998
$0.0B,1,83670722,$0.0B,Spain,Estonia,01.01.1998
$0.0B,1,83959986,$0.0B,Spain,Estonia,01.01.1998
$0.0B,1,83594437,$0.0B,Spain,Estonia,01.01.1998
$0.0B,1,83554891,$0.0B,Spain,Hungary,01.01.1998
$0.0B,1,84121447,$0.0B,Spain,Hungary,01.01.1998
$0.0B,1,84108655,$0.0B,Spain,Hungary,01.01.1998
$0.0B,1,84134746,$0.0B,Spain,Hungary,01.01.1998
$0.0B,1,83655980,$0.0B,Spain,Hungary,01.01.1998
$0.0B,1,83289769,$0.0B,Spain,Hungary,01.01.1998
$0.0B,1,83385670,$0.0B,Spain,Hungary,01.01.1998
$0.0B,1,83723646,$0.0B,Spain,Hungary,01.01.1998
$0.0B,1,83723607,$0.0B,Spain,Hungary,01.01.1998
$0.0B,1,83836746,$0.0B,Spain,Hungary,01.01.1998
$0.0B,1,83436487,$0.0B,Spain,Hungary,01.01.1998
$0.0B,1,51236879,$0.0B,Spain,India,01.01.1998
$0.0B,1,71685791,$0.0B,Spain,India,01.01.1998
$0.0B,1,66143038,$0.0B,Spain,India,01.01.1998
$0.0B,1,52175101,$0.0B,Spain,India,01.01.1998
$0.0B,1,63856065,$0.0B,Spain,India,01.01.1998
$0.0B,1,69852689,$0.0B,Spain,India,01.01.1998
$0.0B,1,67707078,$0.0B,Spain,India,01.01.1998
$0.0B,1,58103177,$0.0B,Spain,India,01.01.1998
$0.0B,1,67205867,$0.0B,Spain,India,01.01.1998
$0.0B,1,60006389,$0.0B,Spain,India,01.01.1998
$0.0B,1,62083230,$0.0B,Spain,India,01.01.1998
$0.0B,1,57593753,$0.0B,Spain,India,01.01.1998
$0.0B,1,59773412,$0.0B,Spain,India,01.01.1998
$0.0B,1,62871981,$0.0B,Spain,India,01.01.1998
$0.0B,1,72868720,$0.0B,Spain,India,01.01.1998
$0.0B,1,54207919,$0.0B,Spain,India,01.01.1998
$0.0B,1,53188673,$0.0B,Spain,India,01.01.1998
$0.0B,1,65081020,$0.0B,Spain,India,01.01.1998
$0.0B,1,53342577,$0.0B,Spain,India,01.01.1998
$0.0B,1,53489666,$0.0B,Spain,India,01.01.1998
$0.0B,1,80638443,$0.0B,Spain,India,01.01.1998
$0.0B,1,60606135,$0.0B,Spain,India,01.01.1998
$0.0B,1,72287681,$0.0B,Spain,India,01.01.1998
$0.0B,1,71485490,$0.0B,Spain,India,01.01.1998
$0.0B,1,76845567,$0.0B,Spain,India,01.01.1998
$0.0B,1,77962089,$0.0B,Spain,India,01.01.1998
$0.0B,1,70818946,$0.0B,Spain,India,01.01.1998
$0.0B,1,69414683,$0.0B,Spain,India,01.01.1998
$0.0B,1,72623265,$0.0B,Spain,India,01.01.1998
$0.0B,1,60076425,$0.0B,Spain,India,01.01.1998
$0.0B,1,61238321,$0.0B,Spain,India,01.01.1998
$0.0B,1,50195661,$0.0B,Spain,India,01.01.1998
$0.0B,1,77475981,$0.0B,Spain,India,01.01.1998
$0.0B,1,77099057,$0.0B,Spain,India,01.01.1998
$0.0B,1,73518769,$0.0B,Spain,India,01.01.1998
$0.0B,1,82356054,$0.0B,Spain,India,01.01.1998
$0.0B,1,65609508,$0.0B,Spain,India,01.01.1998
$0.0B,1,67998859,$0.0B,Spain,India,01.01.1998
$0.0B,1,61008233,$0.0B,Spain,India,01.01.1998
$0.0B,1,80452671,$0.0B,Spain,India,01.01.1998
$0.0B,1,59825616,$0.0B,Spain,India,01.01.1998
$0.0B,1,62178018,$0.0B,Spain,India,01.01.1998
$0.0B,1,53696924,$0.0B,Spain,India,01.01.1998
$0.0B,1,71048776,$0.0B,Spain,India,01.01.1998
$0.0B,1,70084878,$0.0B,Spain,India,01.01.1998
$0.0B,1,53288922,$0.0B,Spain,India,01.01.1998
$0.0B,1,83359111,$0.0B,Spain,Latvia,01.01.1998
$0.0B,1,83397877,$0.0B,Spain,Latvia,01.01.1998
$0.0B,1,83925549,$0.0B,Spain,Lithuania,01.01.1998
$0.0B,1,83736243,$0.0B,Spain,Lithuania,01.01.1998
$0.0B,1,83411566,$0.0B,Spain,Lithuania,01.01.1998
$0.0B,1,83385631,$0.0B,Spain,Poland,01.01.1998
$0.0B,1,83976756,$0.0B,Spain,Poland,01.01.1998
$0.0B,1,83684177,$0.0B,Spain,Poland,01.01.1998
$0.0B,1,83347333,$0.0B,Spain,Poland,01.01.1998
$0.0B,1,83309971,$0.0B,Spain,Poland,01.01.1998
$0.0B,1,83723685,$0.0B,Spain,Poland,01.01.1998
$0.0B,1,83373385,$0.0B,Spain,Poland,01.01.1998
$0.0B,1,83502358,$0.0B,Spain,Poland,01.01.1998
$0.0B,1,83836824,$0.0B,Spain,Poland,01.01.1998
$0.0B,1,83836785,$0.0B,Spain,Poland,01.01.1998
$0.0B,1,83670761,$0.0B,Spain,Poland,01.01.1998
$0.0B,1,83655941,$0.0B,Spain,Poland,01.01.1998
$0.0B,1,84108694,$0.0B,Spain,Poland,01.01.1998
$0.0B,1,83529229,$0.0B,Spain,Poland,01.01.1998
$0.0B,1,83796732,$0.0B,Spain,Poland,01.01.1998
$0.0B,1,83696774,$0.0B,Spain,Poland,01.01.1998
$0.0B,1,83949690,$0.0B,Spain,Romania,01.01.1998
$0.0B,1,83962755,$0.0B,Spain,Romania,01.01.1998
$0.0B,1,83900550,$0.0B,Spain,Romania,01.01.1998
$0.0B,1,83800593,$0.0B,Spain,Romania,01.01.1998
$0.0B,1,83581762,$0.0B,Spain,Romania,01.01.1998
$0.0B,1,83670800,$0.0B,Spain,Romania,01.01.1998
$0.0B,1,83515540,$0.0B,Spain,Romania,01.01.1998
$0.0B,1,83489917,$0.0B,Spain,Romania,01.01.1998
$0.0B,1,84134785,$0.0B,Spain,Romania,01.01.1998
$0.0B,1,83823876,$0.0B,Spain,Romania,01.01.1998
$0.0B,1,84003861,$0.0B,Spain,Romania,01.01.1998
$0.0B,1,83990094,$0.0B,Spain,Romania,01.01.1998
$0.0B,1,83502319,$0.0B,Spain,Romania,01.01.1998
$0.0B,1,83606605,$0.0B,Spain,Romania,01.01.1998
$0.0B,1,84095785,$0.0B,Spain,Romania,01.01.1998
$0.0B,1,83786592,$0.0B,Spain,Romania,01.01.1998
$0.0B,1,83594476,$0.0B,Spain,Romania,01.01.1998
$0.0B,1,83606566,$0.0B,Spain,Romania,01.01.1998
$0.0B,1,83821770,$0.0B,Spain,Romania,01.01.1998
$0.0B,1,83620567,$0.0B,Spain,Romania,01.01.1998
$0.0B,1,83581723,$0.0B,Spain,Romania,01.01.1998
$0.0B,1,83962716,$0.0B,Spain,Romania,01.01.1998
$0.0B,1,83736321,$0.0B,Spain,Romania,01.01.1998
$0.0B,1,83397838,$0.0B,Spain,Romania,01.01.1998
$0.0B,1,83290783,$0.0B,Spain,Romania,01.01.1998
$0.0B,1,84173122,$0.0B,Spain,Slovak Republic,01.01.1998
$0.0B,1,84158185,$0.0B,Spain,Slovak Republic,01.01.1998
$0.0B,1,84160291,$0.0B,Spain,Slovak Republic,01.01.1998
$0.0B,1,84162670,$0.0B,Spain,Slovak Republic,01.01.1998
$0.0B,1,83411800,$0.0B,Spain,Slovak Republic,01.01.1998
$0.0B,1,84154090,$0.0B,Spain,Slovak Republic,01.01.1998
$0.0B,1,84172498,$0.0B,Spain,Slovak Republic,01.01.1998
$0.0B,1,84161656,$0.0B,Spain,Slovak Republic,01.01.1998
$0.0B,1,84035841,$0.0B,Spain,Slovak Republic,01.01.1998
$0.0B,1,84146836,$0.0B,Spain,Slovak Republic,01.01.1998
$0.0B,1,62163738,$0.0B,Spain,Slovenia,01.01.1998
$0.0B,1,61258576,$0.0B,Spain,Slovenia,01.01.1998
$0.0B,1,72001162,$0.0B,Spain,Slovenia,01.01.1998
$0.0B,1,51228229,$0.0B,Spain,South Africa,01.01.1998
$0.0B,1,71273563,$0.0B,Spain,South Africa,01.01.1998
$0.0B,1,51883404,$0.0B,Spain,South Africa,01.01.1998
$0.0B,1,73117049,$0.0B,Spain,South Africa,01.01.1998
$0.0B,1,50562692,$0.0B,Spain,South Africa,01.01.1998
$0.0B,1,69398839,$0.0B,Spain,South Africa,01.01.1998
$0.0B,1,54522680,$0.0B,Spain,South Africa,01.01.1998
$0.0B,1,70251437,$0.0B,Spain,South Africa,01.01.1998
$0.0B,1,58441879,$0.0B,Spain,South Africa,01.01.1998
$0.0B,1,69186615,$0.0B,Spain,South Africa,01.01.1998
$0.0B,1,51362675,$0.0B,Spain,Thailand,01.01.1998
$0.0B,1,68389591,$0.0B,Spain,Thailand,01.01.1998
$0.0B,1,60611036,$0.0B,Spain,Thailand,01.01.1998
$0.0B,1,65476455,$0.0B,Spain,Thailand,01.01.1998
$0.0B,1,62209620,$0.0B,Spain,Thailand,01.01.1998
$0.0B,1,69219508,$0.0B,Spain,Thailand,01.01.1998
$0.0B,1,56112264,$0.0B,Spain,Thailand,01.01.1998
$0.0B,1,68175804,$0.0B,Sweden,Chile,01.01.1998
$0.0B,1,78880516,$0.0B,Sweden,Chile,01.01.1998
$0.0B,1,81749729,$0.0B,Sweden,Chile,01.01.1998
$0.0B,1,52851548,$0.0B,Sweden,Chile,01.01.1998
$0.0B,1,70355874,$0.0B,Sweden,Chile,01.01.1998
$0.0B,1,54073436,$0.0B,Sweden,Chile,01.01.1998
$0.0B,1,78323354,$0.0B,Sweden,Chile,01.01.1998
$0.0B,1,53152758,$0.0B,Sweden,Chile,01.01.1998
$0.0B,1,78879155,$0.0B,Sweden,Chile,01.01.1998
$0.0B,1,79254423,$0.0B,Sweden,Chile,01.01.1998
$0.0B,1,53555814,$0.0B,Sweden,Chile,01.01.1998
$0.0B,1,68221212,$0.0B,Sweden,Chile,01.01.1998
$0.0B,1,50542681,$0.0B,Sweden,Chile,01.01.1998
$0.0B,1,66723702,$0.0B,Sweden,Chile,01.01.1998
$0.0B,1,66848100,$0.0B,Sweden,Chile,01.01.1998
$0.0B,1,72794243,$0.0B,Sweden,Chile,01.01.1998
$0.0B,1,78475390,$0.0B,Sweden,Chile,01.01.1998
$0.0B,1,68910808,$0.0B,Sweden,Chile,01.01.1998
$0.0B,1,53637000,$0.0B,Sweden,Chile,01.01.1998
$0.0B,1,59333822,$0.0B,Sweden,Colombia,01.01.1998
$0.0B,1,54150253,$0.0B,Sweden,Colombia,01.01.1998
$0.0B,1,63625012,$0.0B,Sweden,Colombia,01.01.1998
$0.0B,1,82127138,$0.0B,Sweden,Colombia,01.01.1998
$0.0B,1,80678862,$0.0B,Sweden,Colombia,01.01.1998
$0.0B,1,54921525,$0.0B,Sweden,Colombia,01.01.1998
$0.0B,1,51795894,$0.0B,Sweden,Colombia,01.01.1998
$0.0B,1,69503739,$0.0B,Sweden,Colombia,01.01.1998
$0.0B,1,61138906,$0.0B,Sweden,Colombia,01.01.1998
$0.0B,1,78545530,$0.0B,Sweden,Colombia,01.01.1998
$0.0B,1,61423401,$0.0B,Sweden,Colombia,01.01.1998
$0.0B,1,81982937,$0.0B,Sweden,Colombia,01.01.1998
$0.0B,1,68138207,$0.0B,Sweden,Colombia,01.01.1998
$0.0B,1,83872743,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,83632931,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,84095512,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,83287507,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,83747202,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,83657501,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,83670332,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,83886783,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,83515267,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,83541943,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,83797473,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,84123085,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,83515228,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,83696462,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,83684060,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,84003588,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,84123007,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,83696423,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,83925354,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,83347060,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,83747085,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,83684099,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,83823447,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,83463436,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,83347099,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,83811903,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,83436097,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,83329666,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,83620216,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,83786397,$0.0B,Sweden,Estonia,01.01.1998
$0.0B,1,57675037,$0.0B,Sweden,India,01.01.1998
$0.0B,1,61553125,$0.0B,Sweden,India,01.01.1998
$0.0B,1,71066516,$0.0B,Sweden,India,01.01.1998
$0.0B,1,80670229,$0.0B,Sweden,India,01.01.1998
$0.0B,1,61203311,$0.0B,Sweden,India,01.01.1998
$0.0B,1,51619658,$0.0B,Sweden,India,01.01.1998
$0.0B,1,52047398,$0.0B,Sweden,India,01.01.1998
$0.0B,1,81471904,$0.0B,Sweden,India,01.01.1998
$0.0B,1,74795825,$0.0B,Sweden,India,01.01.1998
$0.0B,1,52515044,$0.0B,Sweden,India,01.01.1998
$0.0B,1,60868232,$0.0B,Sweden,India,01.01.1998
$0.0B,1,67710532,$0.0B,Sweden,India,01.01.1998
$0.0B,1,53350130,$0.0B,Sweden,India,01.01.1998
$0.0B,1,80634441,$0.0B,Sweden,India,01.01.1998
$0.0B,1,73646532,$0.0B,Sweden,India,01.01.1998
$0.0B,1,70463572,$0.0B,Sweden,India,01.01.1998
$0.0B,1,54776889,$0.0B,Sweden,India,01.01.1998
$0.0B,1,60630129,$0.0B,Sweden,India,01.01.1998
$0.0B,1,68067863,$0.0B,Sweden,India,01.01.1998
$0.0B,1,81645141,$0.0B,Sweden,India,01.01.1998
$0.0B,1,64857585,$0.0B,Sweden,India,01.01.1998
$0.0B,1,77749988,$0.0B,Sweden,India,01.01.1998
$0.0B,1,79977112,$0.0B,Sweden,India,01.01.1998
$0.0B,1,81411046,$0.0B,Sweden,India,01.01.1998
$0.0B,1,69126600,$0.0B,Sweden,India,01.01.1998
$0.0B,1,77390821,$0.0B,Sweden,India,01.01.1998
$0.0B,1,53299033,$0.0B,Sweden,India,01.01.1998
$0.0B,1,77747738,$0.0B,Sweden,India,01.01.1998
$0.0B,1,51185375,$0.0B,Sweden,India,01.01.1998
$0.0B,1,79119115,$0.0B,Sweden,India,01.01.1998
$0.0B,1,81696503,$0.0B,Sweden,India,01.01.1998
$0.0B,1,83696345,$0.0B,Sweden,Kuwait,01.01.1998
$0.0B,1,83514955,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83314144,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83991498,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83449396,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83859678,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83528917,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83528995,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83619241,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,84016419,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83373073,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83594242,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83449552,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,84078079,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,84014274,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83949300,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83333566,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83797434,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83620255,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83949534,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,84003666,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83397565,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83329627,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83436136,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83435980,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83644124,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83644202,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83747163,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,84095629,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83989860,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83786241,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83347138,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,84067042,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83723334,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83409889,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83463319,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83581372,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83502007,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83373034,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83696384,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83771967,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83885223,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83872002,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83989665,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83800125,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83581411,$0.0B,Sweden,Latvia,01.01.1998
$0.0B,1,83847510,$0.0B,Sweden,Lithuania,01.01.1998
$0.0B,1,83529034,$0.0B,Sweden,Lithuania,01.01.1998
$0.0B,1,83800086,$0.0B,Sweden,Lithuania,01.01.1998
$0.0B,1,83645918,$0.0B,Sweden,Lithuania,01.01.1998
