"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy","Partner Economy Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","428","Latvia","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","0"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","428","Latvia","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","306.373903"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","428","Latvia","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX1","Other commercial services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","47.854707"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","428","Latvia","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX1","Memo item: Other services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","47.854707"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","440","Lithuania","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","200.836034"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","440","Lithuania","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SA","Manufacturing services on physical inputs owned by others","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","-2.079124"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","440","Lithuania","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","146.20511"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","440","Lithuania","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","2.113656"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","440","Lithuania","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI","Telecommunications, computer, and information services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","12.630493"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","440","Lithuania","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ","Other business services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","41.568326"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","440","Lithuania","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","0"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","440","Lithuania","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","200.836034"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","440","Lithuania","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX1","Other commercial services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","55.635954"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","440","Lithuania","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX1","Memo item: Other services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","55.635954"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","442","Luxembourg","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","7633.692681"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","442","Luxembourg","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","447.848177"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","442","Luxembourg","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","11.340456"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","442","Luxembourg","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG","Financial services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","6457.546573"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","442","Luxembourg","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ","Other business services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","107.956136"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","554","New Zealand","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","A","Annual","A","Annual","USM","Million US dollar","2017","","","","145.7"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","554","New Zealand","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","A","Annual","A","Annual","USM","Million US dollar","2017","","","","36.2"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","554","New Zealand","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","A","Annual","A","Annual","USM","Million US dollar","2017","","","","85.3"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","554","New Zealand","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDA","Business","A","Annual","A","Annual","USM","Million US dollar","2017","","","","2.8"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","554","New Zealand","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB2","Education-related","A","Annual","A","Annual","USM","Million US dollar","2017","","","","29.8"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","554","New Zealand","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB3","Other (Personal)","A","Annual","A","Annual","USM","Million US dollar","2017","","","","53.3"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","554","New Zealand","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF","Insurance and pension services","A","Annual","A","Annual","USM","Million US dollar","2017","","","","0"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","554","New Zealand","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH","Charges for the use of intellectual property n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2017","","","","0.7"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","554","New Zealand","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI","Telecommunications, computer, and information services","A","Annual","A","Annual","USM","Million US dollar","2017","","","","0.7"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","554","New Zealand","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ","Other business services","A","Annual","A","Annual","USM","Million US dollar","2017","","","","13.5"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","554","New Zealand","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2017","","","","0.7"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","554","New Zealand","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","A","Annual","A","Annual","USM","Million US dollar","2017","","","","145"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","554","New Zealand","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX1","Other commercial services","A","Annual","A","Annual","USM","Million US dollar","2017","","","","23.5"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","554","New Zealand","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX1","Memo item: Other services","A","Annual","A","Annual","USM","Million US dollar","2017","","","","24.2"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","616","Poland","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","4950.534818"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","616","Poland","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SA","Manufacturing services on physical inputs owned by others","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","1476.456647"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","616","Poland","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SB","Maintenance and repair services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","44.716141"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","616","Poland","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","852.362674"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","616","Poland","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","42.861923"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","616","Poland","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SE","Construction","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","7.403266"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","616","Poland","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF","Insurance and pension services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","12.266275"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","616","Poland","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG","Financial services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","7.827296"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","616","Poland","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH","Charges for the use of intellectual property n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","0.155179"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","616","Poland","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI","Telecommunications, computer, and information services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","850.672153"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","616","Poland","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ","Other business services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","1641.066098"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","616","Poland","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK","Personal, cultural, and recreational services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","14.518514"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","616","Poland","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","4950.534818"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","616","Poland","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX1","Other commercial services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","2534.137433"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","616","Poland","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX1","Memo item: Other services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","2534.137433"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","616","Poland","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX4","Goods-related services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","1521.172787"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","620","Portugal","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","1263.012594"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","620","Portugal","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SA","Manufacturing services on physical inputs owned by others","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","6.512995"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","620","Portugal","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SB","Maintenance and repair services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","3.191524"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","620","Portugal","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","287.523499"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","620","Portugal","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","446.368376"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","620","Portugal","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SE","Construction","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","4.845536"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","620","Portugal","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF","Insurance and pension services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","14.56678"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","620","Portugal","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG","Financial services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","21.662533"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","620","Portugal","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH","Charges for the use of intellectual property n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","21.958469"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","620","Portugal","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI","Telecommunications, computer, and information services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","50.14368"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","620","Portugal","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ","Other business services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","358.58481"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","620","Portugal","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK","Personal, cultural, and recreational services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","27.573047"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","620","Portugal","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","1.269359"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","620","Portugal","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","1261.743235"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","620","Portugal","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX1","Other commercial services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","518.146841"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","620","Portugal","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX1","Memo item: Other services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","519.4162"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","620","Portugal","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX4","Goods-related services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","9.704519"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","642","Romania","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","945.072644"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","642","Romania","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SA","Manufacturing services on physical inputs owned by others","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","97.366469"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","642","Romania","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","116.434102"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","642","Romania","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","36.826833"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","642","Romania","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG","Financial services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","15.331772"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","642","Romania","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI","Telecommunications, computer, and information services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","235.523417"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","642","Romania","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ","Other business services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","432.455127"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","642","Romania","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX4","Goods-related services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","97.366469"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","703","Slovak Republic","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","374.606834"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","703","Slovak Republic","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SA","Manufacturing services on physical inputs owned by others","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","6.575614"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","703","Slovak Republic","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SB","Maintenance and repair services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","5.31905"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","703","Slovak Republic","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","88.607384"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","703","Slovak Republic","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","15.551839"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","703","Slovak Republic","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SE","Construction","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","2.732201"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","703","Slovak Republic","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF","Insurance and pension services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","1.188908"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","703","Slovak Republic","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG","Financial services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","0.342002"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","703","Slovak Republic","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH","Charges for the use of intellectual property n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","4.380918"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","703","Slovak Republic","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI","Telecommunications, computer, and information services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","32.823909"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","703","Slovak Republic","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ","Other business services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","215.396514"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","703","Slovak Republic","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK","Personal, cultural, and recreational services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","0.549809"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","703","Slovak Republic","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","0"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","703","Slovak Republic","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","374.606834"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","703","Slovak Republic","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX1","Other commercial services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","258.552947"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","703","Slovak Republic","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX1","Memo item: Other services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","258.552947"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","703","Slovak Republic","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX4","Goods-related services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","11.894663"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","705","Slovenia","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","384.479732"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","705","Slovenia","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SA","Manufacturing services on physical inputs owned by others","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","0.48913"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","705","Slovenia","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SB","Maintenance and repair services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","5.917796"
"Trade in commercial services","ITS_CS_AX6","Commercial services exports by sector and partner – annual (2005-onwards)","705","Slovenia","756","Switzerland","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","A","Annual","A","Annual","USM","Million US dollar","2017","E","Estimate","","78.992942"
